"LAST.NAME","FIRST.NAME","DOB","POB","SSN","SEX","STREET.NUMBER","STREET.NAME","VOTER.REG.DATE","PARTY"
"GOFORTH","ANTHONY","4999","ALDERWOOD","212-37-5381","MALE",731,"EIGHTH",1935-08-03,"REPUBLICAN"
"XIA","CHRISTINA","4000","OREGON","668-26-5766","FEMALE",588,"FIFTH",1935-08-04,"REPUBLICAN"
"RAI","ALEXANDER","4501","ALDERWOOD","441-94-7071","MALE",3472,"LAUREL",1935-08-05,"REPUBLICAN"
"PANJABI","TRACY","5002","CALIFORNIA","849-08-1692","FEMALE",241,"MASTIFF",1935-08-06,"REPUBLICAN"
"ALVAREZ","JONATHON","5003","MEXICO","294-87-8448","MALE",362,"ASIAN",1935-08-07,"REPUBLICAN"
"RUZAUSKAS","KAREN","6004","ALDERWOOD","691-87-0917","FEMALE",1537,"PERSIMMON",1935-08-08,"INDEPENDENT"
"PRAZNIK","DYLAN","5005","ALDERWOOD","791-21-5929","MALE",2086,"PRICKLYPEAR",1935-08-09,"DEMOCRAT"
"FELMY","SUSAN","8-Apr-34","ALDERWOOD","695-78-3666","FEMALE",1519,"TURKISH",1935-08-10,"DEMOCRAT"
"COLBY","SAMUEL","5507","ALDERWOOD","652-83-3416","MALE",1028,"BALINESE",1935-08-11,"DEMOCRAT"
"MCNICKLE","TAMMY","6008","ALDERWOOD","430-68-6910","FEMALE",1282,"FOURTEENTH",1935-08-12,"DEMOCRAT"
"WADE","JOSE","5509","ALDERWOOD","147-43-8071","MALE",1222,"CHARTREUX",1935-08-13,"DEMOCRAT"
"FANG","TABITHA","6010","WASHINGTON","282-42-7615","FEMALE",231,"MAIN",1935-08-14,"REPUBLICAN"
"FITZSIMMONS","BENJAMIN","5511","ALDERWOOD","042-90-9480","MALE",1518,"PERSIMMON",1935-08-15,"REPUBLICAN"
"FLYNN","DEBORAH","8-Apr-34","IDAHO","401-30-9928","FEMALE",52,"BOBTAIL",1935-08-16,"REPUBLICAN"
"WANG","NATHAN","5013","OREGON","685-59-7308","MALE",862,"BIRCH",1935-08-17,"REPUBLICAN"
"ANDREW","SANDRA","5014","ALDERWOOD","090-29-8134","FEMALE",2968,"BOXWOOD",1935-08-18,"REPUBLICAN"
"PRASAD","LOGAN","8-Apr-34","UTAH","162-72-6136","MALE",665,"STRAWBERRY",1935-08-19,"REPUBLICAN"
"BENNETT","PATRICIA","6016","MEXICO","169-28-7095","FEMALE",189,"PINE",1935-08-20,"REPUBLICAN"
"ROSS","KEVIN","5517","ARIZONA","288-08-9565","MALE",279,"SUMAC",1935-08-21,"INDEPENDENT"
"GEORGE","DONNA","5018","ALDERWOOD","014-08-1411","FEMALE",1651,"WOLFHOUND",1935-08-22,"DEMOCRAT"
"BUCHANAN","GABRIEL","5519","ARIZONA","325-78-0835","MALE",751,"LABRADOR",1935-08-23,"DEMOCRAT"
"COOPER","LINDA","4520","ALDERWOOD","742-17-9373","FEMALE",996,"NINTH",1935-08-24,"DEMOCRAT"
"WILLIAMSON","NOAH","5021","ALDERWOOD","580-58-6084","MALE",1431,"SNOWBERRY",1935-08-25,"DEMOCRAT"
"CHAPAS","DEBRA","6022","ARIZONA","267-04-2947","FEMALE",305,"CROWBERRY",1935-08-26,"DEMOCRAT"
"DAI","CALEB","6453","ALDERWOOD","734-02-6736","MALE",126,"CHOLLA",1935-08-27,"REPUBLICAN"
"LEE","BRENDA","5024","MEXICO","821-98-4069","FEMALE",130,"AKITA",1935-08-28,"REPUBLICAN"
"NELSON","JORDAN","5025","ALDERWOOD","676-95-5947","MALE",2492,"TONKINESE",1935-08-29,"REPUBLICAN"
"BROWN","JASMINE","5026","WASHINGTON","961-46-6790","FEMALE",1114,"SNOWBERRY",1935-08-30,"REPUBLICAN"
"SULLIVAN","HUNTER","5027","ALDERWOOD","082-14-1634","MALE",1256,"FIFTEENTH",1935-08-31,"REPUBLICAN"
"MALONEY","SYDNEY","5028","ALDERWOOD","281-91-2290","FEMALE",3283,"RAGDOLL",1935-09-01,"REPUBLICAN"
"FLUCKIGER","CAMERON","5529","ALDERWOOD","184-73-9778","MALE",641,"LAUREL",1935-09-02,"REPUBLICAN"
"SLIVA","VICTORIA","4530","WASHINGTON","678-69-8376","FEMALE",1,"CLOUDBERRY",1935-09-03,"INDEPENDENT"
"SEWARDS","KYLE","5031","ALDERWOOD","891-10-4464","MALE",1974,"ROSEMARY",1935-09-04,"DEMOCRAT"
"STOVER","ANNA","5532","ALDERWOOD","602-83-8390","FEMALE",1694,"CHERRY",1935-09-05,"DEMOCRAT"
"SUAREZ","ELIJAH","6033","MASSACHUSETTS","192-81-2106","MALE",155,"SCHNAUZER",1935-09-06,"DEMOCRAT"
"MCKINNEY","BRIANNA","6034","ARIZONA","208-81-0224","FEMALE",97,"EIGHTEENTH",1935-09-07,"DEMOCRAT"
"SPRENKLE","JASON","8-Apr-34","NORTH CAROLINA","647-32-9130","MALE",113,"DAFFODIL",1935-09-08,"DEMOCRAT"
"SHANKARAN","JESSICA","2036","ARIZONA","534-45-2749","FEMALE",213,"EIGHTEENTH",1935-09-09,"REPUBLICAN"
"COLLINS","JACK","4537","OREGON","689-62-0951","MALE",2869,"SELKIRK",1935-09-10,"REPUBLICAN"
"DEVANEY","GRACE","6103","ALDERWOOD","172-59-7201","FEMALE",2135,"TWENTIETH",1935-09-11,"REPUBLICAN"
"SIVARAMAN","AARON","5539","ALDERWOOD","677-41-6466","MALE",1717,"SEVENTEENTH",1935-09-12,"REPUBLICAN"
"GAO","ISABELLA","6040","MEXICO","537-77-8181","FEMALE",326,"THIRTEENTH",1935-09-13,"REPUBLICAN"
"RUIZ","ISAIAH","6041","ALDERWOOD","582-62-2401","MALE",1407,"BENGAL",1935-09-14,"REPUBLICAN"
"ANDERSON","LAUREN","6042","ALDERWOOD","701-32-8595","MALE",1115,"SAFFLOWER",1935-09-15,"REPUBLICAN"
"FLAKE","LUKE","6108","UTAH","497-61-1861","MALE",700,"PINSCHER",1935-09-16,"INDEPENDENT"
"SILVA","ALYSSA","5044","ALDERWOOD","164-67-7386","FEMALE",3444,"AIREDALE",1935-09-17,"DEMOCRAT"
"RAY","CONNER","8-Apr-34","ALDERWOOD","291-55-9619","MALE",231,"KINNIKINICK",1935-09-18,"DEMOCRAT"
"OVTCHINNIKOV","OLIVIA","5046","ARKANSAS","827-93-5775","FEMALE",181,"DALMATIAN",1935-09-19,"DEMOCRAT"
"MENDOZA","LUIS","5047","OREGON","511-73-6656","MALE",1537,"MAPLE",1935-09-20,"DEMOCRAT"
"CHOU","ABIGAIL","6048","WYOMING","012-73-9098","FEMALE",10,"OAK",1935-09-21,"DEMOCRAT"
"YOUNKIN","ISAAC","6049","IDAHO","896-84-8900","MALE",92,"FIFTH",1935-09-22,"REPUBLICAN"
"LANG","CHLOE","4550","ALDERWOOD","363-52-1853","FEMALE",1893,"SELKIRK",1935-09-23,"REPUBLICAN"
"MALLONEE","FRANK","6481","ALDERWOOD","331-69-4085","MALE",2170,"FOXGLOVE",1935-09-24,"REPUBLICAN"
"FEASTER-ALLEY","SOPHIA","5052","ALDERWOOD","929-01-2395","FEMALE",72,"COONHOUND",1935-09-25,"REPUBLICAN"
"LI","GEORGE","6118","OREGON","355-62-0231","MALE",39,"PERSIMMON",1935-09-26,"REPUBLICAN"
"MENDOZA","MORGAN","5554","ALDERWOOD","810-07-7220","FEMALE",973,"SIBERIAN",1935-09-27,"REPUBLICAN"
"DURST","CHARLES","6120","ALDERWOOD","892-31-6104","MALE",5,"SPHYNX",1935-09-28,"REPUBLICAN"
"SCHWENK","JULIA","8-Apr-34","ALDERWOOD","371-63-8849","FEMALE",534,"DALMATIAN",1935-09-29,"INDEPENDENT"
"DUPUIS","HARRY","6057","MONTANA","274-14-8957","MALE",105,"JUNIPER",1935-09-30,"DEMOCRAT"
"PRICKETT","KAITLYN","6488","VERMONT","035-98-3577","FEMALE",255,"COONHOUND",1935-10-01,"DEMOCRAT"
"GINTNER","HAROLD","5059","ALDERWOOD","423-49-8911","MALE",50,"SECOND",1935-10-02,"DEMOCRAT"
"SHIN","HAILEY","5560","ARIZONA","187-22-2354","FEMALE",166,"HIMALAYA",1935-10-03,"DEMOCRAT"
"BARANY","EDWARD","5061","OREGON","057-37-0966","MALE",2746,"SEVENTH",1935-10-04,"DEMOCRAT"
"ROBERTS","KATHERINE","5062","ALDERWOOD","335-31-8190","FEMALE",819,"BOXER",1935-10-05,"REPUBLICAN"
"RODRIGUEZ","HENRY","6063","ALDERWOOD","334-18-1884","MALE",546,"PAWPAW",1935-10-06,"REPUBLICAN"
"PEPION","NICOLE","6494","WASHINGTON","823-31-7771","FEMALE",1303,"AIREDALE",1935-10-07,"REPUBLICAN"
"NUKALA","WALTER","5565","OREGON","794-60-9820","MALE",313,"KINNIKINICK",1935-10-08,"REPUBLICAN"
"HESSER","ALEXANDRA","6066","ALDERWOOD","229-83-9483","FEMALE",1701,"TWELVTH",1935-10-09,"REPUBLICAN"
"STRAATSMA","BERNIE","5567","ALDERWOOD","960-51-1751","MALE",91,"BOBTAIL",1935-10-10,"REPUBLICAN"
"ESPY","SAVANNAH","6133","UTAH","571-49-7871","FEMALE",210,"TWELVTH",1935-10-11,"REPUBLICAN"
"RODABAUGH","CHRISTIAN","5569","OREGON","509-27-6701","MALE",1210,"TIFFANY",1935-10-12,"INDEPENDENT"
"BEAGLEY","MACKENZIE","5070","ALDERWOOD","111-05-8500","FEMALE",1002,"BEARBERRY",1935-10-13,"DEMOCRAT"
"MAHON","CARTER","5571","ALDERWOOD","732-51-6759","MALE",1806,"BORZOI",1935-10-14,"DEMOCRAT"
"CUELLO","ALLISON","6072","ALDERWOOD","372-77-9140","FEMALE",1663,"AFGHAN",1935-10-15,"DEMOCRAT"
"SRIRAM","CASPER","6073","ALDERWOOD","421-03-3698","MALE",106,"COLLIE",1935-10-16,"DEMOCRAT"
"BEUS","JENNA","6139","ALDERWOOD","887-58-7549","FEMALE",2373,"SUMAC",1935-10-17,"DEMOCRAT"
"THOMAS","JEFF","5575","ARIZONA","701-93-9966","MALE",363,"BIRCH",1935-10-18,"REPUBLICAN"
"SHAFER","FAITH","4576","ALDERWOOD","733-60-2918","FEMALE",85,"PHEASANT",1935-10-19,"REPUBLICAN"
"JUNDT","KELVIN","4577","ALDERWOOD","824-39-4961","MALE",868,"LABRADOR",1935-10-20,"REPUBLICAN"
"ELLIS","PAIGE","4578","ALDERWOOD","368-33-6882","FEMALE",1775,"MALAMUTE",1935-10-21,"REPUBLICAN"
"POSSE","ROD","5579","ALASKA","962-75-9405","MALE",206,"CHOWCHOW",1935-10-22,"REPUBLICAN"
"WINGART","MAKAYLA","5080","KENTUCKY","761-22-3614","FEMALE",227,"SERENGETI",1935-10-23,"REPUBLICAN"
"WOOLBRIGHT","PATRICK","8-Apr-34","RHODE ISLAND","429-38-4194","MALE",369,"MALAMUTE",1935-10-24,"REPUBLICAN"
"TZEMOS","BONNIE","4582","ALDERWOOD","942-77-2748","FEMALE",1505,"AIREDALE",1935-10-25,"INDEPENDENT"
"HOLBERY","DONOVAN","8-Apr-34","ALDERWOOD","194-95-8035","MALE",252,"DALMATIAN",1935-10-26,"DEMOCRAT"
"LIU","KATIE","5084","ALDERWOOD","683-19-8303","FEMALE",638,"BLACKBERRY",1935-10-27,"DEMOCRAT"
"SU","ALEX","6515","ALDERWOOD","943-77-8554","MALE",3486,"FIRST",1935-10-28,"DEMOCRAT"
"PETERSON","BONNIE","6151","MEXICO","570-75-3976","FEMALE",150,"SIXTH",1935-10-29,"DEMOCRAT"
"MATHEWS","CHARLEY","5087","ALDERWOOD","005-42-7108","MALE",1541,"SIXTEENTH",1935-10-30,"DEMOCRAT"
"SCHUMACHER","DANIELLE","6088","UTAH","812-80-8178","FEMALE",215,"EIGHTH",1935-10-31,"REPUBLICAN"
"MERZOUK","EARL","6154","WASHINGTON","384-30-7911","MALE",226,"AIREDALE",1935-11-01,"REPUBLICAN"
"KHAWAJA","FRANCES","5590","ALDERWOOD","067-36-8448","MALE",425,"QUAIL",1935-11-02,"REPUBLICAN"
"WOODWORTH","GASTON","8-Apr-34","OKLAHOMA","607-89-7091","MALE",76,"THIRD",1935-11-03,"REPUBLICAN"
"RADHAKRISHNAN","HERMINE","6522","ALDERWOOD","342-51-3110","FEMALE",511,"HAWTHORN",1935-11-04,"REPUBLICAN"
"BEZANSON","IVAN","5593","UTAH","787-60-4509","MALE",450,"CROWBERRY",1935-11-05,"REPUBLICAN"
"KURTULUS","JEANNE","5094","ALDERWOOD","996-26-8041","FEMALE",651,"PALM",1935-11-06,"REPUBLICAN"
"BLAHNIK","KARL","6095","UTAH","921-70-3746","MALE",123,"SAFFLOWER",1935-11-07,"INDEPENDENT"
"ALMQUIST","LISA","5096","ALDERWOOD","961-96-7109","FEMALE",1862,"CHERRY",1935-11-08,"DEMOCRAT"
"JONES","MATTHEW","5097","ALASKA","201-16-6213","MALE",315,"ELDERBERRY",1935-11-09,"DEMOCRAT"
"FRINCKE","NICOLE","6098","ALDERWOOD","961-24-2813","FEMALE",2471,"SNOWSHOE",1935-11-10,"DEMOCRAT"
"VANNOY","OTTO","5099","UTAH","940-04-1746","MALE",885,"CHERRY",1935-11-11,"DEMOCRAT"
"WATERBURY","PAULA","4100","ALDERWOOD","612-11-6006","FEMALE",2667,"THISTLE",1935-11-12,"DEMOCRAT"
"TAYLOR","RICHARD","4601","ALDERWOOD","956-05-0477","MALE",3003,"CRANBERRY",1935-11-13,"REPUBLICAN"
"QAFOKU","SHARY","5102","ALABAMA","616-63-0694","FEMALE",417,"ELDERBERRY",1935-11-14,"REPUBLICAN"
"MAO","TOMAS","5103","MEXICO","412-19-7497","MALE",722,"BITTEROOT",1935-11-15,"REPUBLICAN"
"KOROTKOV","VIRGINIA","6104","ARIZONA","632-10-5635","FEMALE",467,"SAGUARO",1935-11-16,"REPUBLICAN"
"SPINNEY","WALTER","5105","ALDERWOOD","419-38-6643","MALE",1711,"KOMONDOR",1935-11-17,"REPUBLICAN"
"GUTOWSKA","ARLENE","8-Apr-34","MASSACHUSETTS","836-23-1488","FEMALE",11,"ELDERBERRY",1935-11-18,"REPUBLICAN"
"BRUCKNER-LEA","BRET","5607","ARKANSAS","444-33-2209","MALE",101,"RASPBERRY",1935-11-19,"REPUBLICAN"
"ROBINSON","CINDY","6108","ARIZONA","824-91-3599","FEMALE",46,"CORNFLOWER",1935-11-20,"INDEPENDENT"
"PITCHER","DENNIS","5609","ARIZONA","086-68-8062","MALE",570,"LUPIN",1935-11-21,"DEMOCRAT"
"YOUNG","EMILY","6110","ALDERWOOD","080-82-2444","FEMALE",2240,"PETERBALD",1935-11-22,"DEMOCRAT"
"GOLDSMITH","FRANKLIN","5611","ALDERWOOD","881-42-5574","MALE",420,"CLOUDBERRY",1935-11-23,"DEMOCRAT"
"LO","GERT","8-Apr-34","UTAH","492-52-3334","FEMALE",78,"HONEYSUCKLE",1935-11-24,"DEMOCRAT"
"MARES","HARVEY","5113","ALDERWOOD","238-98-6757","MALE",1053,"SAVANNAH",1935-11-25,"DEMOCRAT"
"IORDANOVA","IRENE","5114","ARIZONA","618-73-6481","FEMALE",76,"TWELVTH",1935-11-26,"REPUBLICAN"
"SKAGGS","JOSE","8-Apr-34","ALDERWOOD","189-78-2951","MALE",756,"THIRD",1935-11-27,"REPUBLICAN"
"MENG","KATRINA","6116","GEORGIA","164-68-4450","FEMALE",383,"MUNCHKIN",1935-11-28,"REPUBLICAN"
"HARTMANN","LEE","5617","ARIZONA","826-36-8110","MALE",255,"SUNFLOWER",1935-11-29,"REPUBLICAN"
"QUADREL","MARIA","5118","CALIFORNIA","803-23-1673","FEMALE",153,"LOCUST",1935-11-30,"REPUBLICAN"
"SINGH","NATE","5619","ALDERWOOD","554-45-1944","MALE",381,"LUPIN",1935-12-01,"REPUBLICAN"
"LEDBETTER","OPHELIA","4620","ARIZONA","290-69-3961","FEMALE",935,"JUNIPER",1935-12-02,"REPUBLICAN"
"COYNE","PHILIPPE","5121","NEW YORK","810-91-9170","MALE",195,"BEARBERRY",1935-12-03,"INDEPENDENT"
"SANTIAGO-ROJAS","RITA","6122","ALDERWOOD","871-18-3892","FEMALE",1768,"KEESHOND",1935-12-04,"DEMOCRAT"
"HARANCZYK","STAN","6553","ALDERWOOD","767-01-8082","MALE",3073,"LAVENDER",1935-12-05,"DEMOCRAT"
"FRIEDRICH","TAMMY","5124","OREGON","153-13-8499","FEMALE",2950,"PINSCHER",1935-12-06,"DEMOCRAT"
"SCHERRER","VINCE","5125","ALDERWOOD","057-34-2243","MALE",906,"ELDERBERRY",1935-12-07,"DEMOCRAT"
"KENNY","WILMA","5126","IDAHO","489-34-6359","FEMALE",1,"SPANIEL",1935-12-08,"DEMOCRAT"
"SHAH","ALBERTO","5127","MASSACHUSETTS","990-47-2072","MALE",7,"COON",1935-12-09,"REPUBLICAN"
"WINTERS","BERYL","5128","ALDERWOOD","907-67-1910","FEMALE",77,"POODLE",1935-12-10,"REPUBLICAN"
"HARRIS","CHRIS","5629","OREGON","889-89-0517","MALE",4174,"STRAWBERRY",1935-12-11,"REPUBLICAN"
"WHITE","DEBBY","4630","MEXICO","558-22-9026","FEMALE",290,"PERSIAN",1935-12-12,"REPUBLICAN"
"BASKARAN","ERNESTO","5131","ALDERWOOD","936-85-5953","MALE",2100,"PANSY",1935-12-13,"REPUBLICAN"
"SCHUR","FLORENCE","5632","WASHINGTON","576-27-5058","FEMALE",1732,"SINGAPURA",1935-12-14,"REPUBLICAN"
"SINGHAL","GORDON","6133","ARIZONA","343-70-2335","MALE",92,"MARIGOLD",1935-12-15,"REPUBLICAN"
"CLARK","HELENE","6134","ALDERWOOD","121-75-8548","FEMALE",2121,"PERSIAN",1935-12-16,"INDEPENDENT"
"IMTIAZ","ISAAC","8-Apr-34","IDAHO","199-14-9855","MALE",90,"CHOLLA",1935-12-17,"DEMOCRAT"
"GANO","JOYCE","2136","UTAH","310-28-6381","FEMALE",130,"HONEYSUCKLE",1935-12-18,"DEMOCRAT"
"COFFEY","KIRK","4637","MONTANA","448-03-0473","MALE",151,"SCHNAUZER",1935-12-19,"DEMOCRAT"
"BARTLETT","LESLIE","6203","ALDERWOOD","406-16-1775","FEMALE",2702,"BASSET",1935-12-20,"DEMOCRAT"
"THOMPSON","MICHAEL","5639","ALDERWOOD","830-25-8679","MALE",406,"BITTERSWEET",1935-12-21,"DEMOCRAT"
"ZHANG","NADINE","6140","MONTANA","919-31-2845","FEMALE",169,"SIAMESE",1935-12-22,"REPUBLICAN"
"DAHL","OSCAR","6141","UTAH","344-12-0074","MALE",179,"BASSET",1935-12-23,"REPUBLICAN"
"CANNON","PATTY","6142","MONTANA","332-11-1392","FEMALE",195,"SIXTH",1935-12-24,"REPUBLICAN"
"BARRERAS","RAFAEL","6208","ALDERWOOD","417-08-3996","MALE",1351,"KOMONDOR",1935-12-25,"REPUBLICAN"
"HOZA","SANDY","5144","VERMONT","129-53-2750","FEMALE",41,"FOURTH",1935-12-26,"REPUBLICAN"
"RODRIGUEZ","TONY","8-Apr-34","ALDERWOOD","296-11-5885","MALE",402,"DOGWOOD",1935-12-27,"REPUBLICAN"
"RHOADS","VALERIE","5146","INDIANA","795-26-1693","FEMALE",237,"BOBTAIL",1935-12-28,"REPUBLICAN"
"CARVO","WILLIAM","5147","CALIFORNIA","086-28-6526","MALE",2,"ASIAN",1935-12-29,"INDEPENDENT"
"SOMASUNDARAM","ANDREA","6148","OREGON","647-08-5398","FEMALE",1849,"DAFFODIL",1935-12-30,"DEMOCRAT"
"SHI","BARRY","6149","ALDERWOOD","188-92-7648","MALE",1827,"PINE",1935-12-31,"DEMOCRAT"
"RESCH","CHANTAL","4650","ALDERWOOD","713-97-6956","FEMALE",357,"SCOTTISH",1936-01-01,"DEMOCRAT"
"PARKHURST","DEAN","6581","ARIZONA","984-68-2459","MALE",34,"CRANBERRY",1936-01-02,"DEMOCRAT"
"NELSON","ERIN","5152","OREGON","368-53-9038","FEMALE",3985,"BARREL",1936-01-03,"DEMOCRAT"
"BREWER","FELIX","6218","ALDERWOOD","960-28-9135","MALE",828,"KEESHOND",1936-01-04,"REPUBLICAN"
"XIE","GABRIELLE","5654","UTAH","117-75-0628","FEMALE",77,"MUNCHKIN",1936-01-05,"REPUBLICAN"
"SILVER","HUMBERTO","6220","ALDERWOOD","605-35-4660","MALE",30,"SUMAC",1936-01-06,"REPUBLICAN"
"AZAD","INGRID","10304","ALDERWOOD","964-39-5545","FEMALE",1281,"MALTESE",1936-01-07,"REPUBLICAN"
"GACKLE","JERRY","6157","ALDERWOOD","991-43-2577","MALE",716,"BOXER",1936-01-08,"REPUBLICAN"
"LIU","KAREN","6588","NEW HAMPSHIRE","175-15-9998","FEMALE",229,"ABYSSINIAN",1936-01-09,"REPUBLICAN"
"CHIN","LORENZO","5159","ALDERWOOD","842-38-1054","MALE",465,"PALMETTO",1936-01-10,"REPUBLICAN"
"CUNNINGHAM","MELISSA","5660","ALDERWOOD","728-57-2114","FEMALE",2737,"JUNIPER",1936-01-11,"INDEPENDENT"
"LARA","NOEL","5161","MONTANA","604-29-9920","FEMALE",192,"SNOWSHOE",1936-01-12,"DEMOCRAT"
"SKINNER","OLGA","5162","ALDERWOOD","653-76-6545","FEMALE",2555,"CHOLLA",1936-01-13,"DEMOCRAT"
"HUGHES","PABLO","6163","ALDERWOOD","741-19-9032","MALE",2954,"BARBERRY",1936-01-14,"DEMOCRAT"
"GRUBBS","REBEKAH","6594","IDAHO","095-68-4479","FEMALE",185,"SAGUARO",1936-01-15,"DEMOCRAT"
"FREDERICK","SEBASTIEN","5665","ALDERWOOD","840-19-7940","MALE",1529,"ELEVENTH",1936-01-16,"DEMOCRAT"
"CAO","TANYA","6166","ARIZONA","222-49-5583","FEMALE",461,"LILY",1936-01-17,"REPUBLICAN"
"ELY","VAN","5667","ALDERWOOD","228-45-6225","MALE",344,"PHEASANT",1936-01-18,"REPUBLICAN"
"GIBBONS","WENDY","6233","ALDERWOOD","526-52-9800","FEMALE",812,"JUNIPER",1936-01-19,"REPUBLICAN"
"HU","ARTHUR","5669","MONTANA","940-03-7005","MALE",27,"PALMETTO",1936-01-20,"REPUBLICAN"
"TIMCHALK","BERTHA","5170","ARIZONA","495-70-1637","FEMALE",145,"BIRCH",1936-01-21,"REPUBLICAN"
"LIN","CRISTOBAL","5671","ALDERWOOD","208-30-9866","MALE",1911,"ELEVENTH",1936-01-22,"REPUBLICAN"
"WU","DOLLY","6172","UTAH","069-01-5125","FEMALE",290,"ASIAN",1936-01-23,"REPUBLICAN"
"HORNE","EDOUARD","6173","ALDERWOOD","224-12-8898","MALE",350,"PETERBALD",1936-01-24,"INDEPENDENT"
"HARDMAN","FAY","6239","ALDERWOOD","021-19-6464","FEMALE",2170,"MUM",1936-01-25,"DEMOCRAT"
"CALDWELL","GUSTAV","5675","MONTANA","924-04-1359","MALE",90,"STRAWBERRY",1936-01-26,"DEMOCRAT"
"SWANSON","HANNA","4676","INDIANA","687-91-2703","FEMALE",163,"REX",1936-01-27,"DEMOCRAT"
"KRATZER","IKE","4677","ALDERWOOD","276-44-2554","MALE",1163,"PIXIE",1936-01-28,"DEMOCRAT"
"ROH","JOSEPHINE","4678","CALIFORNIA","518-10-4488","FEMALE",120,"CHOWCHOW",1936-01-29,"DEMOCRAT"
"MARASCO","KYLE","5679","ARIZONA","743-78-2171","MALE",139,"BOMBAY",1936-01-30,"REPUBLICAN"
"APRA","LAURA","5180","ALDERWOOD","527-59-8015","FEMALE",2541,"BRITTANY",1936-01-31,"REPUBLICAN"
"HECK","MARCO","8-Apr-34","GEORGIA","647-67-3681","MALE",321,"ABYSSINIAN",1936-02-01,"REPUBLICAN"
"LI","NANA","4682","OREGON","705-68-6963","FEMALE",810,"BEAGLE",1936-02-02,"REPUBLICAN"
"THEVUTHASAN","OMAR","8-Apr-34","KANSAS","374-10-0780","MALE",1751,"SOMALI",1936-02-03,"REPUBLICAN"
"QAFOKU","PALOMA","5184","IDAHO","398-08-5342","FEMALE",183,"SECOND",1936-02-04,"REPUBLICAN"
"KOUADIO","RENE","6615","ALDERWOOD","214-08-6033","MALE",306,"PERSIAN",1936-02-05,"REPUBLICAN"
"STENKAMP","SALLY","6251","ARIZONA","366-80-6345","FEMALE",560,"KOMONDOR",1936-02-06,"INDEPENDENT"
"WOO","TEDDY","5187","ALDERWOOD","132-12-5374","MALE",1442,"SPHYNX",1936-02-07,"DEMOCRAT"
"ZHANG","VICKY","6188","CALIFORNIA","642-27-0698","FEMALE",245,"TURKISH",1936-02-08,"DEMOCRAT"
"SADESKY","WILFRED","6254","UTAH","189-53-1740","MALE",1215,"SAGUARO",1936-02-09,"DEMOCRAT"
"SMITH","ANA","5690","ALDERWOOD","435-36-8144","FEMALE",1362,"BOBTAIL",1936-02-10,"DEMOCRAT"
"SARIPALLI","BILL","8-Apr-34","ALDERWOOD","856-19-9679","MALE",1123,"BASENJI",1936-02-11,"DEMOCRAT"
"FAULK","CLAUDETTE","6622","OKLAHOMA","178-26-3559","FEMALE",551,"BASSET",1936-02-12,"REPUBLICAN"
"RAMIREZ","DANNY","5693","OREGON","247-16-8153","MALE",3490,"PINSCHER",1936-02-13,"REPUBLICAN"
"YANTASEE","ERIKA","5194","ALDERWOOD","807-88-4978","FEMALE",290,"MALTESE",1936-02-14,"REPUBLICAN"
"LARSEN","FRED","6195","ALDERWOOD","975-80-5864","MALE",1285,"FOXGLOVE",1936-02-15,"REPUBLICAN"
"ZHONG","GRACE","5196","ALDERWOOD","904-53-6345","FEMALE",327,"CRANBERRY",1936-02-16,"REPUBLICAN"
"GUZMAN","HENRI","5197","WASHINGTON","644-83-0985","MALE",101,"CORALBERRY",1936-02-17,"REPUBLICAN"
"AVILA","IDA","6198","ALDERWOOD","369-55-0440","FEMALE",1113,"PHEASANT",1936-02-18,"REPUBLICAN"
"GERK","JOAQUIN","5199","ALDERWOOD","483-36-5874","FEMALE",721,"NINTH",1936-02-19,"INDEPENDENT"
"ZHANG","KATE","4200","UTAH","917-51-6830","FEMALE",122,"EIGHTEENTH",1936-02-20,"DEMOCRAT"
"LUO","LARRY","4701","ALDERWOOD","949-13-2628","MALE",2639,"BOXER",1936-02-21,"DEMOCRAT"
"TANG","MINDY","5202","ARIZONA","296-24-2840","FEMALE",325,"TIFFANY",1936-02-22,"DEMOCRAT"
"STEGEN","NICHOLAS","5203","ALDERWOOD","024-46-2023","MALE",1148,"KINNIKINICK",1936-02-23,"DEMOCRAT"
"BOGDANOV","ODETTE","6204","ALDERWOOD","542-33-3195","FEMALE",1043,"SIBERIAN",1936-02-24,"DEMOCRAT"
"HAMPT","PETER","5205","OREGON","906-05-7830","MALE",940,"SALMON",1936-02-25,"REPUBLICAN"
"ZHENG","ROSE","14105","ALDERWOOD","076-87-4521","FEMALE",3045,"PEONY",1936-02-26,"REPUBLICAN"
"GASPAR","SAM","5707","ALDERWOOD","512-42-7237","MALE",1386,"CHERRY",1936-02-27,"REPUBLICAN"
"FORD","TERESA","6208","ALDERWOOD","624-43-6387","FEMALE",1407,"ANGORA",1936-02-28,"REPUBLICAN"
"AHN","VICTOR","5709","UTAH","544-65-0493","MALE",1160,"SIAMESE",1936-02-29,"REPUBLICAN"
"VALIEV","WANDA","6210","OREGON","229-93-3133","FEMALE",1813,"EIGHTEENTH",1936-03-01,"REPUBLICAN"
"PEREZ","THOMAS","5711","ALDERWOOD","131-70-9855","MALE",3269,"ASTER",1936-03-02,"REPUBLICAN"
"HENSYEL","MARY","8-Apr-34","ALDERWOOD","410-74-0454","FEMALE",1374,"SIBERIAN",1936-03-03,"INDEPENDENT"
